#"p" "T" "U:0" "U:1" "U:2" "Points:0" "Points:1" "Points:2"
0.34219 1.5598 -0.00067812 0.0016835 6.7015e-24 0.50101 0.55912 0.5
0.35362 1.5453 -0.00020184 0.0012908 2.9863e-26 0.49633 0.54788 0.5
0.35588 1.54 -0.0001648 0.0011327 2.0277e-23 0.48792 0.55298 0.5
0.17026 1.7887 -0.0077758 0.0039055 1.2228e-23 0.5117 0.76472 0.5
0.17132 1.7994 -0.0076549 0.0038845 -2.0108e-23 0.52578 0.76615 0.5
0.42418 1.4481 0.0026793 -0.0012287 -3.9281e-24 0.4959 0.42835 0.5
0.42731 1.4423 0.0028116 -0.0013254 3.7786e-23 0.49829 0.41541 0.5
0.43556 1.4317 0.002886 -0.0016761 6.4954e-23 0.48748 0.42103 0.5
-0.49426 1.9047 -0.0010173 -0.00079547 8.3932e-24 0.027524 0.95824 0.5
-0.56304 1.96 -0.00099415 -0.0001301 -1.002e-24 0.056031 0.98132 0.5
-0.57312 1.966 -0.00080431 -9.9246e-05 -4.706e-24 0.051617 0.98425 0.5
-0.58664 1.9754 -0.00064539 -4.7426e-05 -2.3476e-24 0.056312 0.98846 0.5
-0.1526 1.8051 -0.0086208 8.5046e-05 -4.7399e-24 0.21464 0.89297 0.5
0.19533 1.8191 -0.0067776 0.0039214 -2.6479e-25 0.59084 0.74641 0.5
-0.25279 1.7486 -0.0019388 -0.0036738 -5.3924e-26 0.033801 0.89526 0.5
-0.23955 1.7423 -0.0022352 -0.0037481 -3.153e-24 0.039381 0.89243 0.5
-0.23129 1.7362 -0.001994 -0.003909 2.4759e-24 0.03478 0.89022 0.5
-0.012111 1.6244 -0.0028769 -0.0053236 3.0261e-25 0.062421 0.84743 0.5
