3.179E+01	2.503E+00	5.138E+02
3.209E+01	2.507E+00	5.237E+02
3.238E+01	2.511E+00	5.339E+02
3.268E+01	2.515E+00	5.442E+02
3.299E+01	2.519E+00	5.547E+02
3.329E+01	2.523E+00	5.654E+02
3.360E+01	2.528E+00	5.763E+02
3.392E+01	2.532E+00	5.874E+02
3.423E+01	2.536E+00	5.988E+02
3.455E+01	2.540E+00	6.103E+02
3.487E+01	2.544E+00	6.221E+02
3.519E+01	2.548E+00	6.341E+02
3.552E+01	2.553E+00	6.463E+02
3.585E+01	2.557E+00	6.588E+02
3.618E+01	2.561E+00	6.715E+02
3.652E+01	2.565E+00	6.844E+02
3.686E+01	2.569E+00	6.976E+02
3.720E+01	2.574E+00	7.111E+02
3.754E+01	2.578E+00	7.248E+02
3.789E+01	2.582E+00	7.387E+02
3.824E+01	2.586E+00	7.530E+02
3.860E+01	2.591E+00	7.675E+02
3.896E+01	2.595E+00	7.822E+02
3.932E+01	2.599E+00	7.973E+02
3.969E+01	2.603E+00	8.126E+02
4.005E+01	2.608E+00	8.283E+02
4.043E+01	2.612E+00	8.442E+02
4.080E+01	2.616E+00	8.604E+02
4.118E+01	2.620E+00	8.770E+02
4.156E+01	2.625E+00	8.938E+02
4.195E+01	2.629E+00	9.110E+02
4.234E+01	2.633E+00	9.285E+02
4.273E+01	2.638E+00	9.464E+02
4.313E+01	2.642E+00	9.646E+02
4.353E+01	2.646E+00	9.831E+02
4.393E+01	2.650E+00	1.002E+03
4.434E+01	2.655E+00	1.021E+03
4.475E+01	2.659E+00	1.041E+03
4.517E+01	2.663E+00	1.061E+03
4.559E+01	2.668E+00	1.081E+03
4.601E+01	2.672E+00	1.102E+03
4.644E+01	2.676E+00	1.123E+03
4.687E+01	2.681E+00	1.145E+03
4.730E+01	2.685E+00	1.167E+03
4.774E+01	2.689E+00	1.189E+03
4.819E+01	2.694E+00	1.212E+03
4.863E+01	2.698E+00	1.235E+03
4.908E+01	2.702E+00	1.259E+03
4.954E+01	2.707E+00	1.283E+03
5.000E+01	2.711E+00	1.307E+03
5.046E+01	2.716E+00	1.332E+03
5.093E+01	2.720E+00	1.358E+03
5.141E+01	2.724E+00	1.384E+03
5.188E+01	2.729E+00	1.411E+03
5.236E+01	2.733E+00	1.438E+03
5.285E+01	2.737E+00	1.465E+03
5.334E+01	2.742E+00	1.493E+03
5.384E+01	2.746E+00	1.522E+03
5.434E+01	2.751E+00	1.551E+03
5.484E+01	2.755E+00	1.580E+03
5.535E+01	2.759E+00	1.611E+03
5.586E+01	2.764E+00	1.642E+03
5.638E+01	2.768E+00	1.673E+03
5.691E+01	2.773E+00	1.705E+03
5.743E+01	2.777E+00	1.738E+03
5.797E+01	2.782E+00	1.771E+03
5.851E+01	2.786E+00	1.805E+03
5.905E+01	2.790E+00	1.839E+03
5.960E+01	2.795E+00	1.874E+03
6.015E+01	2.799E+00	1.910E+03
6.071E+01	2.804E+00	1.947E+03
6.127E+01	2.808E+00	1.984E+03
6.184E+01	2.813E+00	2.022E+03
6.242E+01	2.817E+00	2.060E+03
6.300E+01	2.822E+00	2.100E+03
6.358E+01	2.826E+00	2.140E+03
6.417E+01	2.831E+00	2.181E+03
6.477E+01	2.835E+00	2.222E+03
6.537E+01	2.840E+00	2.265E+03
6.598E+01	2.844E+00	2.308E+03
6.659E+01	2.849E+00	2.352E+03
6.721E+01	2.853E+00	2.397E+03
6.783E+01	2.858E+00	2.442E+03
6.846E+01	2.862E+00	2.489E+03
6.910E+01	2.867E+00	2.536E+03
6.974E+01	2.871E+00	2.585E+03
7.038E+01	2.876E+00	2.634E+03
7.104E+01	2.880E+00	2.684E+03
7.170E+01	2.885E+00	2.736E+03
7.236E+01	2.889E+00	2.788E+03
7.304E+01	2.894E+00	2.841E+03
7.371E+01	2.898E+00	2.895E+03
7.440E+01	2.903E+00	2.950E+03
7.509E+01	2.907E+00	3.006E+03
7.579E+01	2.912E+00	3.064E+03
7.649E+01	2.916E+00	3.122E+03
7.720E+01	2.921E+00	3.181E+03
7.792E+01	2.925E+00	3.242E+03
7.864E+01	2.930E+00	3.304E+03
7.937E+01	2.935E+00	3.366E+03
8.011E+01	2.939E+00	3.431E+03
8.085E+01	2.944E+00	3.496E+03
8.160E+01	2.948E+00	3.562E+03
8.236E+01	2.953E+00	3.630E+03
8.312E+01	2.957E+00	3.699E+03
8.390E+01	2.962E+00	3.770E+03
8.467E+01	2.967E+00	3.841E+03
8.546E+01	2.971E+00	3.914E+03
8.625E+01	2.976E+00	3.989E+03
8.706E+01	2.980E+00	4.064E+03
8.786E+01	2.985E+00	4.142E+03
8.868E+01	2.990E+00	4.220E+03
8.950E+01	2.994E+00	4.301E+03
9.033E+01	2.999E+00	4.382E+03
9.117E+01	3.003E+00	4.466E+03
9.202E+01	3.008E+00	4.550E+03
9.287E+01	3.013E+00	4.637E+03
9.374E+01	3.017E+00	4.725E+03
9.461E+01	3.022E+00	4.815E+03
9.548E+01	3.026E+00	4.906E+03
9.637E+01	3.031E+00	4.999E+03
9.727E+01	3.036E+00	5.094E+03
9.817E+01	3.040E+00	5.191E+03
9.908E+01	3.045E+00	5.289E+03
1.000E+02	3.050E+00	
