#"temperature_average" "density_average" "mass_flow_average:0" "mass_flow_average:1" "Points:0" "Points:1"
1.011 0.99437 -0.0025041 -0.00072619 18 40
1.0136 0.99186 -0.0025695 -0.00062224 19 40
1.0162 0.9893 -0.0026245 -0.00051609 20 40
1.0189 0.9867 -0.0026688 -0.00040824 21 40
1.0216 0.98407 -0.0027023 -0.00029914 22 40
1.0244 0.98143 -0.002725 -0.00018927 23 40
1.0272 0.97878 -0.0027367 -7.9083e-05 24 40
1.03 0.97614 -0.0027376 3.0959e-05 25 40
1.0328 0.97352 -0.0027277 0.00014041 26 40
1.0356 0.97092 -0.0027071 0.00024883 27 40
1.0383 0.96835 -0.0026759 0.00035581 28 40
1.0411 0.96583 -0.0026343 0.00046093 29 40
1.0437 0.96337 -0.0025825 0.00056381 30 40
1.0464 0.96096 -0.0025208 0.00066408 31 40
1.0489 0.95863 -0.0024495 0.00076139 32 40
1.0514 0.95639 -0.0023689 0.00085539 33 40
1.0538 0.95422 -0.0022793 0.00094578 34 40
1.0561 0.95215 -0.0021811 0.0010322 35 40
1.0583 0.95019 -0.0020747 0.0011145 36 40
1.0604 0.94833 -0.0019605 0.0011923 37 40
1.0624 0.94659 -0.0018391 0.0012654 38 40
1.0642 0.94496 -0.0017108 0.0013335 39 40
1.0659 0.94346 -0.0015762 0.0013965 40 40
1.0675 0.94209 -0.0014358 0.0014542 41 40
1.0689 0.94085 -0.00129 0.0015063 42 40
1.0702 0.93975 -0.0011394 0.0015528 43 40
1.0713 0.93879 -0.0009847 0.0015935 44 40
1.0722 0.93797 -0.00082645 0.0016283 45 40
1.073 0.9373 -0.00066527 0.001657 46 40
1.0736 0.93678 -0.00050148 0.0016795 47 40
1.074 0.9364 -0.00033609 0.0016955 48 40
1.0743 0.93617 -0.00016448 0.0017042 49 40
1.0744 0.93609 -7.5725e-05 0.0017064 50 40
0.98674 1.0187 -7.8844e-05 -0.0015875 0 41
0.98683 1.0186 -0.00017179 -0.0015863 1 41
0.98708 1.0183 -0.00035082 -0.0015792 2 41
0.98751 1.0179 -0.00052328 -0.0015639 3 41
0.98811 1.0173 -0.00069463 -0.0015424 4 41
0.98888 1.0165 -0.00086304 -0.0015144 5 41
0.9898 1.0155 -0.001028 -0.0014801 6 41
0.99089 1.0144 -0.0011887 -0.0014396 7 41
0.99213 1.0132 -0.0013446 -0.0013931 8 41
0.99352 1.0118 -0.001495 -0.0013408 9 41
0.99506 1.0102 -0.0016392 -0.0012828 10 41
0.99673 1.0085 -0.0017767 -0.0012195 11 41
0.99853 1.0067 -0.0019068 -0.0011512 12 41
1.0005 1.0048 -0.002029 -0.0010781 13 41
1.0025 1.0027 -0.0021429 -0.0010007 14 41
1.0047 1.0006 -0.0022479 -0.00091933 15 41
1.0069 0.99838 -0.0023437 -0.00083431 16 41
1.0093 0.99607 -0.0024298 -0.00074605 17 41
1.0117 0.9937 -0.0025061 -0.00065498 18 41
1.0142 0.99127 -0.0025721 -0.00056151 19 41
1.0167 0.9888 -0.0026276 -0.00046604 20 41
1.0193 0.98629 -0.0026726 -0.00036901 21 41
1.022 0.98375 -0.0027067 -0.00027082 22 41
1.0247 0.98119 -0.00273 -0.00017192 23 41
1.0274 0.97863 -0.0027424 -7.2698e-05 24 41
1.0301 0.97608 -0.0027439 2.6422e-05 25 41
1.0328 0.97354 -0.0027346 0.00012504 26 41
1.0355 0.97103 -0.0027145 0.00022275 27 41
1.0381 0.96855 -0.0026838 0.00031918 28 41
1.0408 0.96611 -0.0026426 0.00041396 29 41
1.0433 0.96373 -0.0025913 0.00050674 30 41
1.0459 0.9614 -0.0025299 0.00059719 31 41
1.0484 0.95915 -0.0024588 0.00068498 32 41
1.0508 0.95697 -0.0023783 0.00076982 33 41
1.0531 0.95488 -0.0022887 0.0008514 34 41
1.0553 0.95288 -0.0021905 0.00092946 35 41
1.0574 0.95098 -0.002084 0.0010037 36 41
1.0594 0.94918 -0.0019697 0.001074 37 41
1.0613 0.9475 -0.0018479 0.00114 38 41
1.0631 0.94592 -0.0017193 0.0012016 39 41
1.0648 0.94447 -0.0015842 0.0012585 40 41
1.0663 0.94315 -0.0014432 0.0013106 41 41
1.0676 0.94195 -0.0012968 0.0013577 42 41
1.0689 0.94088 -0.0011455 0.0013997 43 41
1.0699 0.93995 -0.00099006 0.0014365 44 41
1.0708 0.93916 -0.00083098 0.0014679 45 41
1.0716 0.93851 -0.00066891 0.0014938 46 41
1.0722 0.938 -0.00050419 0.0015141 47 41
1.0726 0.93764 -0.00033784 0.0015286 48 41
1.0728 0.93742 -0.00016579 0.0015361 49 41
1.0729 0.93734 -7.707e-05 0.0015379 50 41
0.98807 1.0173 -7.9758e-05 -0.0014097 0 42
0.98815 1.0172 -0.00017199 -0.001409 1 42
0.9884 1.017 -0.00035024 -0.0014029 2 42
0.98882 1.0165 -0.00052253 -0.0013895 3 42
0.9894 1.0159 -0.00069372 -0.0013704 4 42
0.99014 1.0152 -0.00086198 -0.0013456 5 42
0.99104 1.0143 -0.0010268 -0.0013152 6 42
0.9921 1.0132 -0.0011875 -0.0012794 7 42
0.9933 1.012 -0.0013433 -0.0012381 8 42
0.99465 1.0106 -0.0014937 -0.0011917 9 42
0.99614 1.0091 -0.001638 -0.0011404 10 42
0.99777 1.0075 -0.0017756 -0.0010843 11 42
0.99952 1.0057 -0.0019059 -0.0010237 12 42
1.0014 1.0038 -0.0020283 -0.00095888 13 42
1.0034 1.0019 -0.0021425 -0.0008902 14 42
1.0055 0.9998 -0.0022478 -0.00081796 15 42
1.0077 0.99764 -0.0023439 -0.00074249 16 42
1.0099 0.99541 -0.0024305 -0.00066415 17 42
1.0123 0.99311 -0.0025072 -0.00058328 18 42
1.0147 0.99076 -0.0025737 -0.00050026 19 42
1.0172 0.98836 -0.0026298 -0.00041545 20 42
1.0197 0.98592 -0.0026753 -0.00032922 21 42
1.0223 0.98346 -0.00271 -0.00024196 22 42
1.0249 0.98098 -0.0027338 -0.00015402 23 42
1.0275 0.9785 -0.0027468 -6.578e-05 24 42
1.0301 0.97603 -0.0027488 2.2396e-05 25 42
1.0327 0.97356 -0.00274 0.00011014 26 42
1.0353 0.97112 -0.0027204 0.0001971 27 42
1.0379 0.96872 -0.0026901 0.00028293 28 42
1.0405 0.96636 -0.0026493 0.00036731 29 42
1.043 0.96405 -0.0025983 0.00044993 30 42
1.0455 0.96179 -0.0025372 0.00053048 31 42
1.0479 0.95961 -0.0024663 0.00060868 32 42
1.0502 0.9575 -0.0023859 0.00068427 33 42
1.0524 0.95547 -0.0022965 0.00075697 34 42
1.0546 0.95353 -0.0021982 0.00082654 35 42
1.0566 0.95168 -0.0020916 0.00089275 36 42
1.0586 0.94994 -0.0019771 0.00095538 37 42
1.0604 0.9483 -0.0018552 0.0010142 38 42
1.0622 0.94678 -0.0017262 0.0010691 39 42
1.0638 0.94537 -0.0015908 0.0011199 40 42
1.0652 0.94408 -0.0014493 0.0011663 41 42
1.0665 0.94292 -0.0013024 0.0012084 42 42
1.0677 0.94189 -0.0011506 0.0012458 43 42
1.0687 0.94099 -0.00099447 0.0012786 44 42
1.0696 0.94022 -0.0008347 0.0013066 45 42
1.0704 0.93959 -0.00067189 0.0013298 46 42
1.0709 0.9391 -0.00050639 0.0013478 47 42
1.0713 0.93874 -0.00033924 0.0013607 48 42
1.0716 0.93853 -0.00016692 0.0013672 49 42
1.0716 0.93846 -7.8336e-05 0.0013684 50 42
0.98923 1.0161 -8.0692e-05 -0.0012322 0 43
0.98931 1.016 -0.00017218 -0.0012319 1 43
0.98955 1.0158 -0.00034963 -0.0012269 2 43
0.98996 1.0154 -0.00052178 -0.0012152 3 43
0.99052 1.0148 -0.0006928 -0.0011986 4 43
0.99125 1.0141 -0.00086091 -0.001177 5 43
0.99212 1.0132 -0.0010256 -0.0011505 6 43
0.99315 1.0121 -0.0011862 -0.0011192 7 43
0.99433 1.0109 -0.001342 -0.0010832 8 43
0.99564 1.0096 -0.0014924 -0.0010428 9 43
0.9971 1.0081 -0.0016367 -0.00099794 10 43
0.99868 1.0066 -0.0017744 -0.00094896 11 43
1.0004 1.0049 -0.0019048 -0.00089606 12 43
1.0022 1.003 -0.0020274 -0.00083948 13 43
1.0041 1.0011 -0.0021418 -0.00077949 14 43
1.0062 0.9991 -0.0022474 -0.00071638 15 43
1.0083 0.997 -0.0023438 -0.00065043 16 43
1.0105 0.99483 -0.0024308 -0.00058195 17 43
1.0128 0.9926 -0.0025079 -0.00051126 18 43
1.0152 0.99031 -0.0025748 -0.00043867 19 43
1.0176 0.98797 -0.0026313 -0.00036451 20 43
1.02 0.9856 -0.0026772 -0.00028908 21 43
1.0225 0.98321 -0.0027124 -0.00021273 22 43
1.0251 0.9808 -0.0027367 -0.00013577 23 43
1.0276 0.97839 -0.0027501 -5.8515e-05 24 43
1.0302 0.97598 -0.0027526 1.87e-05 25 43
1.0327 0.97358 -0.0027442 9.5553e-05 26 43
1.0353 0.97121 -0.002725 0.00017172 27 43
1.0378 0.96887 -0.0026951 0.00024692 28 43
1.0403 0.96658 -0.0026547 0.00032085 29 43
1.0427 0.96433 -0.0026039 0.00039324 30 43
1.0451 0.96214 -0.002543 0.00046384 31 43
1.0474 0.96001 -0.0024723 0.00053239 32 43
1.0497 0.95796 -0.0023921 0.00059866 33 43
1.0519 0.95598 -0.0023027 0.00066241 34 43
1.054 0.95409 -0.0022045 0.00072342 35 43
1.056 0.9523 -0.0020978 0.0007815 36 43
1.0579 0.9506 -0.0019832 0.00083645 37 43
1.0596 0.94901 -0.0018611 0.00088808 38 43
1.0613 0.94753 -0.0017319 0.00093624 39 43
1.0629 0.94616 -0.0015961 0.00098078 40 43
1.0643 0.9449 -0.0014543 0.0010215 41 43
1.0656 0.94377 -0.001307 0.0010584 42 43
1.0667 0.94277 -0.0011547 0.0010913 43 43
1.0677 0.94189 -0.00099806 0.00112 44 43
1.0686 0.94114 -0.00083772 0.0011446 45 43
1.0693 0.94053 -0.00067429 0.0011649 46 43
1.0698 0.94005 -0.00050815 0.0011807 47 43
1.0702 0.93971 -0.00034033 0.0011921 48 43
1.0705 0.9395 -0.00016788 0.0011974 49 43
1.0705 0.93943 -7.9505e-05 0.0011983 50 43
0.99022 1.0151 -8.1611e-05 -0.0010551 0 44
0.9903 1.015 -0.00017238 -0.0010551 1 44
0.99054 1.0148 -0.00034905 -0.0010511 2 44
0.99094 1.0144 -0.00052107 -0.0010411 3 44
0.99149 1.0138 -0.00069194 -0.0010269 4 44
0.9922 1.0131 -0.00085992 -0.0010085 5 44
0.99305 1.0122 -0.0010245 -0.00098592 6 44
0.99406 1.0112 -0.001185 -0.0009592 7 44
0.99521 1.0101 -0.0013408 -0.00092849 8 44
0.99649 1.0088 -0.0014911 -0.0008939 9 44
0.99791 1.0073 -0.0016355 -0.00085558 10 44
0.99946 1.0058 -0.0017732 -0.00081369 11 44
1.0011 1.0041 -0.0019037 -0.00076844 12 44
1.0029 1.0023 -0.0020265 -0.00072003 13 44
1.0048 1.0005 -0.002141 -0.00066869 14 44
1.0068 0.9985 -0.0022468 -0.00061467 15 44
1.0089 0.99646 -0.0023436 -0.00055821 16 44
1.011 0.99434 -0.0024308 -0.00049957 17 44
1.0133 0.99216 -0.0025082 -0.00043903 18 44
1.0156 0.98992 -0.0025755 -0.00037686 19 44
1.0179 0.98765 -0.0026324 -0.00031332 20 44
1.0203 0.98533 -0.0026787 -0.00024869 21 44
1.0228 0.983 -0.0027142 -0.00018325 22 44
1.0252 0.98065 -0.0027389 -0.00011726 23 44
1.0277 0.97829 -0.0027527 -5.1006e-05 24 44
1.0302 0.97594 -0.0027556 1.524e-05 25 44
1.0327 0.9736 -0.0027475 8.1184e-05 26 44
1.0352 0.97129 -0.0027287 0.00014655 27 44
1.0376 0.96901 -0.0026991 0.00021107 28 44
1.04 0.96676 -0.002659 0.00027452 29 44
1.0424 0.96457 -0.0026084 0.00033665 30 44
1.0448 0.96243 -0.0025478 0.00039725 31 44
1.047 0.96035 -0.0024772 0.00045611 32 44
1.0492 0.95835 -0.0023971 0.000513 33 44
1.0514 0.95642 -0.0023078 0.00056775 34 44
1.0534 0.95458 -0.0022095 0.00062016 35 44
1.0554 0.95283 -0.0021029 0.00067005 36 44
1.0572 0.95117 -0.0019881 0.00071726 37 44
1.059 0.94962 -0.0018658 0.00076163 38 44
1.0606 0.94817 -0.0017364 0.00080301 39 44
1.0621 0.94683 -0.0016004 0.00084127 40 44
1.0635 0.94561 -0.0014583 0.0008763 41 44
1.0647 0.94451 -0.0013107 0.00090798 42 44
1.0659 0.94353 -0.001158 0.00093621 43 44
1.0668 0.94267 -0.0010009 0.00096091 44 44
1.0677 0.94194 -0.00084013 0.00098202 45 44
1.0683 0.94134 -0.00067619 0.00099945 46 44
1.0689 0.94087 -0.00050952 0.001013 47 44
1.0693 0.94054 -0.00034116 0.0010228 48 44
1.0695 0.94033 -0.00016869 0.0010271 49 44
1.0696 0.94027 -8.0566e-05 0.0010276 50 44
0.99106 1.0143 -8.2477e-05 -0.00087846 0 45
0.99113 1.0142 -0.00017257 -0.00087867 1 45
0.99137 1.0139 -0.00034854 -0.00087558 2 45
0.99176 1.0135 -0.00052046 -0.00086729 3 45
0.9923 1.013 -0.0006912 -0.00085554 4 45
0.99299 1.0123 -0.00085906 -0.00084027 5 45
0.99383 1.0114 -0.0010236 -0.00082152 6 45
0.99482 1.0104 -0.001184 -0.00079934 7 45
0.99594 1.0093 -0.0013397 -0.00077383 8 45
0.9972 1.008 -0.0014901 -0.00074509 9 45
0.99859 1.0066 -0.0016344 -0.00071324 10 45
1.0001 1.0051 -0.0017722 -0.00067841 11 45
1.0017 1.0035 -0.0019028 -0.00064077 12 45
1.0035 1.0018 -0.0020257 -0.00060049 13 45
1.0053 0.99992 -0.0021404 -0.00055776 14 45
1.0073 0.998 -0.0022464 -0.00051279 15 45
1.0093 0.996 -0.0023433 -0.00046579 16 45
1.0114 0.99392 -0.0024308 -0.00041697 17 45
1.0136 0.99179 -0.0025085 -0.00036656 18 45
1.0159 0.9896 -0.0025761 -0.00031477 19 45
1.0182 0.98737 -0.0026333 -0.00026185 20 45
1.0206 0.98511 -0.0026799 -0.00020801 21 45
1.0229 0.98282 -0.0027157 -0.00015347 22 45
1.0254 0.98052 -0.0027407 -9.8454e-05 23 45
1.0278 0.97821 -0.0027548 -4.3197e-05 24 45
1.0302 0.97591 -0.002758 1.2071e-05 25 45
1.0327 0.97362 -0.0027503 6.7101e-05 26 45
1.0351 0.97135 -0.0027317 0.00012165 27 45
1.0375 0.96912 -0.0027024 0.00017549 28 45
1.0399 0.96692 -0.0026625 0.00022843 29 45
1.0422 0.96477 -0.0026121 0.00028028 30 45
1.0445 0.96268 -0.0025516 0.00033085 31 45
1.0467 0.96065 -0.0024812 0.00037997 32 45
1.0489 0.95868 -0.0024012 0.00042747 33 45
1.051 0.9568 -0.0023118 0.00047317 34 45
1.053 0.95499 -0.0022136 0.00051692 35 45
1.0549 0.95328 -0.0021069 0.00055858 36 45
1.0567 0.95165 -0.0019921 0.000598 37 45
1.0584 0.95013 -0.0018696 0.00063504 38 45
1.06 0.94871 -0.0017401 0.00066959 39 45
1.0615 0.9474 -0.0016039 0.00070154 40 45
1.0628 0.94621 -0.0014615 0.00073078 41 45
1.064 0.94512 -0.0013136 0.00075722 42 45
1.0651 0.94416 -0.0011606 0.00078078 43 45
1.0661 0.94332 -0.0010032 0.00080138 44 45
1.0669 0.94261 -0.00084203 0.000819 45 45
1.0676 0.94202 -0.00067768 0.00083353 46 45
1.0681 0.94156 -0.00051057 0.00084486 47 45
1.0685 0.94123 -0.00034177 0.00085295 48 45
1.0687 0.94104 -0.00016936 0.00085641 49 45
1.0688 0.94097 -8.1504e-05 0.00085663 50 45
0.99174 1.0136 -8.3238e-05 -0.00070221 0 46
0.99181 1.0135 -0.00017275 -0.00070253 1 46
0.99204 1.0133 -0.00034811 -0.00070022 2 46
0.99242 1.0129 -0.00051996 -0.00069362 3 46
0.99296 1.0123 -0.0006906 -0.00068428 4 46
0.99364 1.0116 -0.00085837 -0.00067214 5 46
0.99447 1.0108 -0.0010228 -0.00065723 6 46
0.99543 1.0098 -0.0011832 -0.00063956 7 46
0.99654 1.0087 -0.0013389 -0.00061922 8 46
0.99778 1.0075 -0.0014892 -0.00059628 9 46
0.99915 1.0061 -0.0016336 -0.00057085 10 46
1.0006 1.0046 -0.0017714 -0.00054303 11 46
1.0023 1.003 -0.0019021 -0.00051296 12 46
1.004 1.0013 -0.0020251 -0.00048077 13 46
1.0058 0.99949 -0.0021399 -0.00044663 14 46
1.0077 0.9976 -0.0022461 -0.00041068 15 46
1.0097 0.99563 -0.0023432 -0.0003731 16 46
1.0118 0.99359 -0.0024309 -0.00033406 17 46
1.0139 0.99149 -0.0025088 -0.00029374 18 46
1.0162 0.98934 -0.0025766 -0.00025232 19 46
1.0184 0.98715 -0.0026341 -0.00020998 20 46
1.0207 0.98492 -0.002681 -0.0001669 21 46
1.0231 0.98268 -0.0027171 -0.00012325 22 46
1.0255 0.98041 -0.0027424 -7.9207e-05 23 46
1.0279 0.97815 -0.0027567 -3.4958e-05 24 46
1.0303 0.97589 -0.0027601 9.3151e-06 25 46
1.0327 0.97364 -0.0027526 5.3427e-05 26 46
1.035 0.97141 -0.0027342 9.716e-05 27 46
1.0374 0.96921 -0.0027051 0.00014031 28 46
1.0397 0.96705 -0.0026654 0.00018273 29 46
1.042 0.96494 -0.0026152 0.00022426 30 46
1.0443 0.96288 -0.0025548 0.00026479 31 46
1.0465 0.96088 -0.0024844 0.00030415 32 46
1.0486 0.95895 -0.0024044 0.00034221 33 46
1.0506 0.9571 -0.0023151 0.00037883 34 46
1.0526 0.95533 -0.0022169 0.00041389 35 46
1.0545 0.95364 -0.0021101 0.00044727 36 46
1.0562 0.95205 -0.0019952 0.00047885 37 46
1.0579 0.95055 -0.0018727 0.00050852 38 46
1.0595 0.94915 -0.001743 0.0005362 39 46
1.0609 0.94787 -0.0016066 0.00056178 40 46
1.0623 0.94669 -0.001464 0.00058519 41 46
1.0635 0.94563 -0.0013159 0.00060635 42 46
1.0645 0.94468 -0.0011626 0.00062519 43 46
1.0655 0.94386 -0.001005 0.00064166 44 46
1.0663 0.94316 -0.00084351 0.00065574 45 46
1.0669 0.94258 -0.00067884 0.00066735 46 46
1.0674 0.94213 -0.00051138 0.00067639 47 46
1.0678 0.9418 -0.00034224 0.00068284 48 46
1.068 0.94161 -0.0001699 0.00068548 49 46
1.0681 0.94155 -8.2289e-05 0.00068554 50 46
0.99226 1.013 -8.3819e-05 -0.0005261 0 47
0.99233 1.013 -0.00017288 -0.00052641 1 47
0.99256 1.0127 -0.00034775 -0.00052476 2 47
0.99294 1.0123 -0.00051952 -0.00051986 3 47
0.99347 1.0118 -0.00069007 -0.00051293 4 47
0.99414 1.0111 -0.00085776 -0.00050392 5 47
0.99495 1.0103 -0.0010221 -0.00049284 6 47
0.99591 1.0093 -0.0011824 -0.00047967 7 47
0.997 1.0082 -0.0013381 -0.00046448 8 47
0.99823 1.007 -0.0014885 -0.00044733 9 47
0.99958 1.0057 -0.0016329 -0.00042829 10 47
1.0011 1.0042 -0.0017707 -0.00040746 11 47
1.0026 1.0026 -0.0019015 -0.00038493 12 47
1.0043 1.0009 -0.0020246 -0.00036081 13 47
1.0061 0.99915 -0.0021395 -0.00033521 14 47
1.008 0.99728 -0.0022458 -0.00030826 15 47
1.01 0.99534 -0.0023431 -0.00028008 16 47
1.0121 0.99333 -0.002431 -0.00025079 17 47
1.0142 0.99126 -0.0025091 -0.00022053 18 47
1.0164 0.98914 -0.0025771 -0.00018943 19 47
1.0186 0.98698 -0.0026348 -0.00015764 20 47
1.0209 0.98478 -0.0026819 -0.00012529 21 47
1.0232 0.98257 -0.0027183 -9.2493e-05 22 47
1.0256 0.98033 -0.0027438 -5.9407e-05 23 47
1.0279 0.9781 -0.0027583 -2.618e-05 24 47
1.0303 0.97587 -0.0027619 7.0522e-06 25 47
1.0326 0.97365 -0.0027546 4.0161e-05 26 47
1.035 0.97145 -0.0027363 7.2995e-05 27 47
1.0373 0.96928 -0.0027073 0.00010541 28 47
1.0396 0.96715 -0.0026677 0.00013728 29 47
1.0419 0.96507 -0.0026176 0.0001685 30 47
1.0441 0.96304 -0.0025572 0.00019896 31 47
1.0463 0.96107 -0.0024869 0.00022853 32 47
1.0483 0.95916 -0.002407 0.00025713 33 47
1.0504 0.95733 -0.0023177 0.00028464 34 47
1.0523 0.95558 -0.0022194 0.00031096 35 47
1.0541 0.95392 -0.0021126 0.00033602 36 47
1.0559 0.95235 -0.0019976 0.00035971 37 47
1.0576 0.95087 -0.001875 0.00038196 38 47
1.0591 0.9495 -0.0017451 0.00040271 39 47
1.0605 0.94823 -0.0016086 0.00042188 40 47
1.0618 0.94706 -0.0014659 0.00043941 41 47
1.063 0.94602 -0.0013176 0.00045524 42 47
1.0641 0.94508 -0.0011642 0.00046933 43 47
1.065 0.94427 -0.0010063 0.00048163 44 47
1.0658 0.94358 -0.00084464 0.00049213 45 47
1.0664 0.94301 -0.00067973 0.00050078 46 47
1.067 0.94257 -0.00051199 0.00050751 47 47
1.0673 0.94225 -0.0003426 0.00051232 48 47
1.0675 0.94206 -0.00017032 0.00051424 49 47
1.0676 0.942 -8.2878e-05 0.00051424 50 47
0.99264 1.0127 -8.4183e-05 -0.00035081 0 48
0.99271 1.0126 -0.00017295 -0.00035105 1 48
0.99293 1.0124 -0.00034747 -0.00035 2 48
0.99331 1.012 -0.0005191 -0.00034677 3 48
0.99383 1.0114 -0.00068954 -0.00034224 4 48
0.9945 1.0108 -0.00085711 -0.00033633 5 48
0.9953 1.01 -0.0010214 -0.00032904 6 48
0.99625 1.009 -0.0011816 -0.00032035 7 48
0.99734 1.0079 -0.0013372 -0.00031028 8 48
0.99855 1.0067 -0.0014875 -0.00029887 9 48
0.99989 1.0054 -0.0016319 -0.00028617 10 48
1.0013 1.0039 -0.0017698 -0.00027225 11 48
1.0029 1.0023 -0.0019006 -0.00025718 12 48
1.0046 1.0007 -0.0020238 -0.00024102 13 48
1.0064 0.9989 -0.0021388 -0.00022385 14 48
1.0083 0.99706 -0.0022453 -0.00020577 15 48
1.0102 0.99514 -0.0023427 -0.00018685 16 48
1.0122 0.99315 -0.0024308 -0.00016719 17 48
1.0144 0.9911 -0.002509 -0.00014689 18 48
1.0165 0.989 -0.0025772 -0.00012604 19 48
1.0187 0.98685 -0.0026351 -0.00010473 20 48
1.021 0.98468 -0.0026825 -8.3085e-05 21 48
1.0233 0.98249 -0.0027192 -6.1191e-05 22 48
1.0256 0.98028 -0.002745 -3.916e-05 23 48
1.028 0.97806 -0.0027598 -1.7106e-05 24 48
1.0303 0.97585 -0.0027636 4.877e-06 25 48
1.0326 0.97366 -0.0027563 2.6741e-05 26 48
1.035 0.97148 -0.0027381 4.8478e-05 27 48
1.0373 0.96933 -0.002709 7.0038e-05 28 48
1.0395 0.96722 -0.0026693 9.1324e-05 29 48
1.0418 0.96516 -0.0026192 0.00011222 30 48
1.044 0.96315 -0.0025588 0.00013264 31 48
1.0461 0.9612 -0.0024885 0.00015247 32 48
1.0482 0.95931 -0.0024085 0.00017167 33 48
1.0502 0.9575 -0.0023192 0.00019014 34 48
1.0521 0.95577 -0.0022209 0.00020782 35 48
1.0539 0.95412 -0.002114 0.00022463 36 48
1.0557 0.95256 -0.001999 0.00024052 37 48
1.0573 0.9511 -0.0018763 0.00025543 38 48
1.0588 0.94974 -0.0017464 0.00026932 39 48
1.0602 0.94848 -0.0016098 0.00028213 40 48
1.0615 0.94733 -0.001467 0.0002938 41 48
1.0627 0.9463 -0.0013186 0.00030432 42 48
1.0638 0.94537 -0.0011651 0.00031365 43 48
1.0647 0.94457 -0.0010072 0.00032178 44 48
1.0654 0.94388 -0.00084534 0.0003287 45 48
1.0661 0.94332 -0.00068026 0.0003344 46 48
1.0666 0.94288 -0.00051233 0.00033884 47 48
1.067 0.94256 -0.0003428 0.00034202 48 48
1.0672 0.94237 -0.00017058 0.00034332 49 48
1.0672 0.94232 -8.325e-05 0.00034333 50 48
0.99286 1.0124 -8.416e-05 -0.00017423 0 49
0.99293 1.0124 -0.00017257 -0.00017436 1 49
0.99315 1.0121 -0.00034649 -0.00017379 2 49
0.99353 1.0118 -0.00051767 -0.00017204 3 49
0.99404 1.0112 -0.00068775 -0.00016956 4 49
0.99471 1.0106 -0.00085512 -0.00016633 5 49
0.99551 1.0097 -0.0010193 -0.00016237 6 49
0.99646 1.0088 -0.0011796 -0.0001577 7 49
0.99753 1.0077 -0.0013354 -0.00015238 8 49
0.99874 1.0065 -0.0014859 -0.00014643 9 49
1.0001 1.0052 -0.0016306 -0.0001399 10 49
1.0015 1.0037 -0.0017688 -0.00013281 11 49
1.0031 1.0022 -0.0018999 -0.00012521 12 49
1.0048 1.0005 -0.0020233 -0.00011712 13 49
1.0065 0.99876 -0.0021386 -0.00010858 14 49
1.0084 0.99692 -0.0022454 -9.9647e-05 15 49
1.0103 0.99501 -0.002343 -9.0349e-05 16 49
1.0124 0.99303 -0.0024313 -8.0727e-05 17 49
1.0145 0.99099 -0.0025098 -7.0826e-05 18 49
1.0166 0.98891 -0.0025781 -6.0686e-05 19 49
1.0188 0.98678 -0.0026362 -5.035e-05 20 49
1.0211 0.98462 -0.0026837 -3.9874e-05 21 49
1.0233 0.98244 -0.0027204 -2.9308e-05 22 49
1.0257 0.98024 -0.0027463 -1.8701e-05 23 49
1.028 0.97804 -0.0027612 -8.1044e-06 24 49
1.0303 0.97585 -0.002765 2.4454e-06 25 49
1.0326 0.97366 -0.0027579 1.2943e-05 26 49
1.0349 0.9715 -0.0027397 2.3403e-05 27 49
1.0372 0.96937 -0.0027107 3.3801e-05 28 49
1.0395 0.96727 -0.0026711 4.4088e-05 29 49
1.0417 0.96522 -0.0026209 5.4211e-05 30 49
1.0439 0.96322 -0.0025605 6.4124e-05 31 49
1.046 0.96128 -0.0024901 7.3791e-05 32 49
1.0481 0.95941 -0.00241 8.3174e-05 33 49
1.0501 0.95761 -0.0023205 9.2239e-05 34 49
1.052 0.95589 -0.002222 0.00010095 35 49
1.0538 0.95425 -0.0021149 0.00010929 36 49
1.0555 0.9527 -0.0019996 0.00011721 37 49
1.0571 0.95125 -0.0018767 0.00012471 38 49
1.0587 0.94989 -0.0017465 0.00013174 39 49
1.0601 0.94864 -0.0016096 0.00013829 40 49
1.0614 0.9475 -0.0014665 0.00014432 41 49
1.0625 0.94646 -0.0013178 0.00014981 42 49
1.0636 0.94555 -0.0011641 0.00015473 43 49
1.0645 0.94474 -0.001006 0.00015907 44 49
1.0652 0.94406 -0.00084412 0.0001628 45 49
1.0659 0.9435 -0.0006791 0.00016588 46 49
1.0664 0.94306 -0.00051133 0.0001683 47 49
1.0667 0.94275 -0.00034207 0.00017004 48 49
1.067 0.94256 -0.0001703 0.00017078 49 49
1.067 0.9425 -8.3231e-05 0.00017082 50 49
0.99293 1.0124 -8.401e-05 -8.4862e-05 0 50
0.993 1.0123 -0.00017217 -8.4915e-05 1 50
0.99322 1.0121 -0.00034564 -8.4534e-05 2 50
0.9936 1.0117 -0.00051644 -8.3429e-05 3 50
0.99411 1.0112 -0.00068623 -8.1826e-05 4 50
0.99478 1.0105 -0.00085347 -7.9741e-05 5 50
0.99558 1.0097 -0.0010177 -7.7229e-05 6 50
0.99652 1.0087 -0.0011782 -7.4369e-05 7 50
0.9976 1.0076 -0.0013341 -7.1249e-05 8 50
0.9988 1.0064 -0.0014849 -6.7911e-05 9 50
1.0001 1.0051 -0.0016299 -6.4389e-05 10 50
1.0016 1.0037 -0.0017683 -6.0715e-05 11 50
1.0031 1.0021 -0.0018997 -5.6899e-05 12 50
