#"temperature_average" "density_average" "mass_flow_average:0" "mass_flow_average:1" "Points:0" "Points:1"
0.97136 1.0347 -0.0013649 -0.0017242 18 20
0.9785 1.0272 -0.0013645 -0.0014173 19 20
0.98583 1.0196 -0.0013565 -0.0011093 20 20
0.99333 1.012 -0.0013417 -0.00080173 21 20
1.001 1.0043 -0.0013206 -0.00049602 22 20
1.0087 0.99666 -0.0012938 -0.00019352 23 20
1.0165 0.98904 -0.0012619 0.00010453 24 20
1.0244 0.9815 -0.0012256 0.00039702 25 20
1.0322 0.97406 -0.0011855 0.00068294 26 20
1.0401 0.96674 -0.0011421 0.00096138 27 20
1.0479 0.95959 -0.001096 0.0012315 28 20
1.0556 0.95261 -0.0010476 0.0014927 29 20
1.0632 0.94583 -0.00099757 0.0017443 30 20
1.0707 0.93928 -0.0009462 0.0019857 31 20
1.078 0.93296 -0.00089388 0.0022164 32 20
1.085 0.9269 -0.00084095 0.0024362 33 20
1.0919 0.92112 -0.0007877 0.0026445 34 20
1.0985 0.91562 -0.00073437 0.0028412 35 20
1.1048 0.91043 -0.00068122 0.003026 36 20
1.1108 0.90555 -0.00062847 0.0031986 37 20
1.1164 0.90099 -0.00057631 0.003359 38 20
1.1217 0.89677 -0.00052486 0.0035071 39 20
1.1266 0.89289 -0.00047411 0.0036426 40 20
1.1311 0.88935 -0.00042398 0.0037657 41 20
1.1352 0.88618 -0.00037443 0.0038762 42 20
1.1388 0.88336 -0.00032553 0.0039741 43 20
1.142 0.88091 -0.00027748 0.0040595 44 20
1.1448 0.87883 -0.00023047 0.0041324 45 20
1.147 0.87713 -0.00018492 0.0041928 46 20
1.1487 0.8758 -0.00013994 0.0042404 47 20
1.15 0.87485 -9.3703e-05 0.0042751 48 20
1.1508 0.87426 -3.5594e-05 0.0042972 49 20
1.151 0.87406 -1.0734e-06 0.004305 50 20
0.9088 1.1056 -3.3266e-05 -0.0049519 0 21
0.90903 1.1053 -0.00011548 -0.0049452 1 21
0.90971 1.1045 -0.00026142 -0.0049168 2 21
0.91084 1.1031 -0.00038825 -0.0048617 3 21
0.91241 1.1012 -0.00051297 -0.0047829 4 21
0.91441 1.0988 -0.00063447 -0.004681 5 21
0.91685 1.0959 -0.00075143 -0.004556 6 21
0.91971 1.0925 -0.00086259 -0.0044089 7 21
0.92299 1.0887 -0.00096732 -0.0042405 8 21
0.92666 1.0844 -0.0010648 -0.0040521 9 21
0.93072 1.0797 -0.0011544 -0.003845 10 21
0.93515 1.0746 -0.0012352 -0.0036209 11 21
0.93994 1.0691 -0.0013069 -0.0033812 12 21
0.94507 1.0634 -0.0013691 -0.0031278 13 21
0.95052 1.0573 -0.0014219 -0.0028623 14 21
0.95627 1.051 -0.0014652 -0.0025867 15 21
0.9623 1.0444 -0.0014991 -0.0023026 16 21
0.96858 1.0377 -0.0015238 -0.0020119 17 21
0.97509 1.0308 -0.0015397 -0.0017163 18 21
0.98181 1.0238 -0.001547 -0.0014175 19 21
0.98872 1.0167 -0.0015462 -0.0011171 20 21
0.99577 1.0095 -0.0015378 -0.0008166 21 21
1.003 1.0023 -0.0015223 -0.00051739 22 21
1.0102 0.99514 -0.0015003 -0.00022082 23 21
1.0176 0.98799 -0.0014723 7.1905e-05 24 21
1.025 0.9809 -0.0014389 0.00035965 25 21
1.0324 0.9739 -0.0014007 0.00064139 26 21
1.0398 0.96701 -0.0013582 0.00091622 27 21
1.0471 0.96027 -0.001312 0.0011833 28 21
1.0544 0.95369 -0.0012625 0.0014419 29 21
1.0616 0.9473 -0.0012102 0.0016913 30 21
1.0686 0.9411 -0.0011556 0.001931 31 21
1.0754 0.93513 -0.001099 0.0021605 32 21
1.0821 0.9294 -0.0010408 0.0023793 33 21
1.0886 0.92393 -0.00098133 0.0025871 34 21
1.0948 0.91872 -0.00092084 0.0027834 35 21
1.1007 0.9138 -0.00085962 0.0029681 36 21
1.1063 0.90917 -0.00079794 0.0031409 37 21
1.1117 0.90484 -0.00073604 0.0033015 38 21
1.1166 0.90083 -0.00067408 0.00345 39 21
1.1212 0.89715 -0.00061211 0.003586 40 21
1.1255 0.89379 -0.00055011 0.0037096 41 21
1.1293 0.89077 -0.0004881 0.0038206 42 21
1.1328 0.88809 -0.00042622 0.0039191 43 21
1.1358 0.88576 -0.0003647 0.004005 44 21
1.1383 0.88378 -0.0003038 0.0040784 45 21
1.1404 0.88216 -0.00024395 0.0041392 46 21
1.1421 0.88089 -0.00018438 0.004187 47 21
1.1433 0.87998 -0.00012346 0.0042219 48 21
1.144 0.87942 -5.0866e-05 0.004244 49 21
1.1442 0.87924 -9.2003e-06 0.0042518 50 21
0.91607 1.0969 -3.931e-05 -0.0048178 0 22
0.91629 1.0966 -0.00012473 -0.0048111 1 22
0.91693 1.0958 -0.00027811 -0.0047836 2 22
0.91799 1.0946 -0.00041339 -0.0047306 3 22
0.91947 1.0928 -0.00054655 -0.004655 4 22
0.92137 1.0906 -0.00067645 -0.0045573 5 22
0.92366 1.0879 -0.00080184 -0.0044375 6 22
0.92636 1.0847 -0.00092151 -0.0042963 7 22
0.92945 1.0811 -0.0010348 -0.0041349 8 22
0.93291 1.0771 -0.001141 -0.0039541 9 22
0.93674 1.0728 -0.0012392 -0.0037553 10 22
0.94092 1.068 -0.0013288 -0.0035399 11 22
0.94544 1.063 -0.0014093 -0.0033094 12 22
0.95027 1.0576 -0.0014803 -0.0030653 13 22
0.95541 1.0519 -0.0015417 -0.0028094 14 22
0.96082 1.046 -0.0015935 -0.0025433 15 22
0.9665 1.0399 -0.0016356 -0.0022687 16 22
0.97242 1.0336 -0.0016683 -0.0019873 17 22
0.97856 1.0272 -0.0016917 -0.0017007 18 22
0.98489 1.0206 -0.0017061 -0.0014106 19 22
0.9914 1.0139 -0.0017119 -0.0011184 20 22
0.99804 1.0072 -0.0017094 -0.00082566 21 22
1.0048 1.0005 -0.0016992 -0.00053372 22 22
1.0117 0.99374 -0.0016817 -0.00024389 23 22
1.0186 0.98702 -0.0016575 4.2625e-05 24 22
1.0256 0.98035 -0.001627 0.00032471 25 22
1.0325 0.97376 -0.0015909 0.00060134 26 22
1.0395 0.96728 -0.0015495 0.00087158 27 22
1.0464 0.96093 -0.0015035 0.0011346 28 22
1.0533 0.95472 -0.0014532 0.0013896 29 22
1.06 0.94868 -0.0013993 0.001636 30 22
1.0666 0.94283 -0.0013421 0.001873 31 22
1.0731 0.93719 -0.0012819 0.0021003 32 22
1.0793 0.93177 -0.0012193 0.0023172 33 22
1.0854 0.92658 -0.0011545 0.0025234 34 22
1.0913 0.92165 -0.0010878 0.0027186 35 22
1.0968 0.91699 -0.0010195 0.0029023 36 22
1.1022 0.91259 -0.00095001 0.0030744 37 22
1.1072 0.90849 -0.00087951 0.0032346 38 22
1.1119 0.90468 -0.00080822 0.0033827 39 22
1.1162 0.90118 -0.00073627 0.0035186 40 22
1.1202 0.89799 -0.00066368 0.0036421 41 22
1.1238 0.89512 -0.00059052 0.0037532 42 22
1.127 0.89257 -0.00051699 0.0038517 43 22
1.1299 0.89035 -0.00044338 0.0039377 44 22
1.1323 0.88847 -0.00036996 0.0040112 45 22
1.1343 0.88693 -0.00029722 0.004072 46 22
1.1358 0.88572 -0.00022449 0.0041199 47 22
1.1369 0.88486 -0.00015034 0.0041548 48 22
1.1376 0.88433 -6.4701e-05 0.0041767 49 22
1.1378 0.88415 -1.6588e-05 0.0041845 50 22
0.92285 1.0888 -4.4571e-05 -0.0046752 0 23
0.92305 1.0886 -0.00013266 -0.0046686 1 23
0.92365 1.0879 -0.00029224 -0.0046421 2 23
0.92466 1.0867 -0.00043467 -0.0045912 3 23
0.92605 1.0851 -0.00057501 -0.0045188 4 23
0.92784 1.083 -0.00071206 -0.0044252 5 23
0.93001 1.0805 -0.00084466 -0.0043105 6 23
0.93255 1.0775 -0.00097163 -0.0041754 7 23
0.93547 1.0742 -0.0010923 -0.0040208 8 23
0.93873 1.0705 -0.0012059 -0.0038476 9 23
0.94235 1.0664 -0.0013117 -0.0036571 10 23
0.94629 1.062 -0.0014089 -0.0034505 11 23
0.95055 1.0573 -0.001497 -0.0032291 12 23
0.95511 1.0522 -0.0015757 -0.0029946 13 23
0.95995 1.047 -0.0016447 -0.0027484 14 23
0.96506 1.0415 -0.001704 -0.002492 15 23
0.97042 1.0357 -0.0017535 -0.0022271 16 23
0.976 1.0298 -0.0017933 -0.0019553 17 23
0.98178 1.0238 -0.0018235 -0.0016782 18 23
0.98775 1.0177 -0.0018444 -0.0013971 19 23
0.99388 1.0114 -0.0018562 -0.0011137 20 23
1.0001 1.0051 -0.0018592 -0.00082933 21 23
1.0065 0.99878 -0.0018539 -0.00054533 22 23
1.013 0.99245 -0.0018407 -0.00026295 23 23
1.0195 0.98613 -0.00182 1.6599e-05 24 23
1.0261 0.97985 -0.0017924 0.00029223 25 23
1.0327 0.97365 -0.0017584 0.00056291 26 23
1.0392 0.96754 -0.0017183 0.00082772 27 23
1.0457 0.96155 -0.0016727 0.0010858 28 23
1.0522 0.95569 -0.0016221 0.0013364 29 23
1.0585 0.94999 -0.001567 0.0015787 30 23
1.0648 0.94447 -0.0015077 0.0018123 31 23
1.0708 0.93913 -0.0014446 0.0020364 32 23
1.0768 0.934 -0.0013783 0.0022506 33 23
1.0825 0.92909 -0.0013089 0.0024545 34 23
1.088 0.92442 -0.0012368 0.0026476 35 23
1.0932 0.92 -0.0011624 0.0028297 36 23
1.0982 0.91583 -0.001086 0.0030003 37 23
1.103 0.91194 -0.001008 0.0031593 38 23
1.1074 0.90833 -0.00092845 0.0033064 39 23
1.1115 0.905 -0.00084764 0.0034415 40 23
1.1152 0.90197 -0.00076562 0.0035644 41 23
1.1186 0.89924 -0.00068252 0.003675 42 23
1.1217 0.89682 -0.00059857 0.0037731 43 23
1.1243 0.89471 -0.00051412 0.0038588 44 23
1.1266 0.89292 -0.00042949 0.0039321 45 23
1.1285 0.89145 -0.00034516 0.0039927 46 23
1.1299 0.89031 -0.00026058 0.0040404 47 23
1.131 0.88948 -0.00017456 0.004075 48 23
1.1316 0.88898 -7.7196e-05 0.0040968 49 23
1.1318 0.8888 -2.3288e-05 0.0041045 50 23
0.92915 1.0815 -4.9154e-05 -0.0045256 0 24
0.92934 1.0813 -0.00013942 -0.0045191 1 24
0.92991 1.0806 -0.00030415 -0.0044935 2 24
0.93086 1.0795 -0.00045262 -0.0044449 3 24
0.93218 1.078 -0.00059905 -0.0043756 4 24
0.93387 1.076 -0.00074216 -0.0042861 5 24
0.93592 1.0737 -0.00088089 -0.0041765 6 24
0.93832 1.071 -0.0010141 -0.0040474 7 24
0.94107 1.0678 -0.0011411 -0.0038995 8 24
0.94415 1.0644 -0.0012611 -0.0037339 9 24
0.94756 1.0606 -0.0013733 -0.0035516 10 24
0.95128 1.0564 -0.0014772 -0.0033537 11 24
0.9553 1.052 -0.001572 -0.0031416 12 24
0.95961 1.0473 -0.0016573 -0.0029166 13 24
0.96418 1.0424 -0.0017331 -0.0026801 14 24
0.969 1.0372 -0.001799 -0.0024336 15 24
0.97405 1.0319 -0.001855 -0.0021787 16 24
0.97932 1.0264 -0.0019012 -0.0019168 17 24
0.98478 1.0207 -0.0019375 -0.0016493 18 24
0.99041 1.0149 -0.0019642 -0.0013778 19 24
0.99619 1.0091 -0.0019814 -0.0011036 20 24
1.0021 1.0032 -0.0019894 -0.00082806 21 24
1.0081 0.99722 -0.0019887 -0.00055254 22 24
1.0142 0.99126 -0.0019795 -0.00027824 23 24
1.0204 0.98531 -0.0019622 -6.2996e-06 24 24
1.0266 0.97941 -0.0019374 0.00026218 25 24
1.0328 0.97356 -0.0019054 0.00052619 26 24
1.0389 0.9678 -0.0018668 0.00078482 27 24
1.0451 0.96215 -0.0018219 0.0010372 28 24
1.0511 0.95662 -0.0017712 0.0012825 29 24
1.0571 0.95123 -0.0017152 0.0015201 30 24
1.063 0.94601 -0.0016543 0.0017493 31 24
1.0687 0.94096 -0.0015889 0.0019696 32 24
1.0743 0.93611 -0.0015194 0.0021803 33 24
1.0797 0.93146 -0.0014461 0.002381 34 24
1.0849 0.92704 -0.0013694 0.0025714 35 24
1.0898 0.92284 -0.0012898 0.002751 36 24
1.0946 0.9189 -0.0012074 0.0029195 37 24
1.099 0.9152 -0.0011227 0.0030767 38 24
1.1032 0.91177 -0.0010359 0.0032222 39 24
1.107 0.90861 -0.00094723 0.003356 40 24
1.1106 0.90573 -0.00085684 0.0034777 41 24
1.1138 0.90314 -0.0007649 0.0035873 42 24
1.1166 0.90084 -0.00067167 0.0036846 43 24
1.1191 0.89884 -0.00057753 0.0037696 44 24
1.1213 0.89713 -0.00048286 0.0038423 45 24
1.123 0.89574 -0.00038816 0.0039024 46 24
1.1244 0.89465 -0.00029297 0.0039497 47 24
1.1254 0.89386 -0.00019628 0.003984 48 24
1.126 0.89338 -8.844e-05 0.0040055 49 24
1.1262 0.89322 -2.9369e-05 0.0040131 50 24
0.93502 1.0747 -5.3131e-05 -0.0043701 0 25
0.9352 1.0745 -0.00014516 -0.0043638 1 25
0.93574 1.0739 -0.00031415 -0.0043392 2 25
0.93664 1.0729 -0.00046769 -0.0042927 3 25
0.93788 1.0714 -0.00061925 -0.0042266 4 25
0.93948 1.0696 -0.00076747 -0.0041412 5 25
0.94141 1.0675 -0.00091139 -0.0040366 6 25
0.94368 1.0649 -0.0010499 -0.0039134 7 25
0.94628 1.062 -0.0011822 -0.0037722 8 25
0.9492 1.0587 -0.0013077 -0.0036141 9 25
0.95242 1.0552 -0.0014256 -0.0034399 10 25
0.95593 1.0513 -0.0015351 -0.0032507 11 25
0.95973 1.0472 -0.0016357 -0.0030477 12 25
0.96379 1.0428 -0.0017269 -0.0028322 13 25
0.96811 1.0382 -0.0018085 -0.0026055 14 25
0.97266 1.0333 -0.0018803 -0.0023691 15 25
0.97743 1.0283 -0.0019421 -0.0021242 16 25
0.98241 1.0232 -0.0019938 -0.0018723 17 25
0.98756 1.0179 -0.0020356 -0.0016148 18 25
0.99288 1.0124 -0.0020675 -0.0013531 19 25
0.99833 1.0069 -0.0020897 -0.0010885 20 25
1.0039 1.0014 -0.0021023 -0.00082226 21 25
1.0096 0.99577 -0.0021057 -0.0005557 22 25
1.0153 0.99016 -0.0021002 -0.00028998 23 25
1.0211 0.98456 -0.0020862 -2.6222e-05 24 25
1.027 0.979 -0.0020641 0.00023451 25 25
1.0328 0.97349 -0.0020342 0.00049122 26 25
1.0387 0.96806 -0.001997 0.00074299 27 25
1.0444 0.96272 -0.0019529 0.00098897 28 25
1.0502 0.9575 -0.0019024 0.0012284 29 25
1.0558 0.95241 -0.0018458 0.0014605 30 25
1.0614 0.94747 -0.0017837 0.0016846 31 25
1.0668 0.94269 -0.0017163 0.0019003 32 25
1.072 0.9381 -0.0016442 0.0021068 33 25
1.0771 0.9337 -0.0015677 0.0023037 34 25
1.082 0.9295 -0.0014871 0.0024906 35 25
1.0867 0.92553 -0.0014028 0.0026672 36 25
1.0911 0.92179 -0.0013152 0.0028329 37 25
1.0953 0.91828 -0.0012247 0.0029876 38 25
1.0992 0.91502 -0.0011316 0.003131 39 25
1.1029 0.91203 -0.001036 0.0032629 40 25
1.1062 0.90929 -0.00093822 0.003383 41 25
1.1092 0.90683 -0.00083843 0.0034911 42 25
1.1119 0.90464 -0.00073696 0.0035872 43 25
1.1143 0.90273 -0.0006342 0.0036712 44 25
1.1163 0.90112 -0.00053058 0.0037429 45 25
1.118 0.89979 -0.00042662 0.0038023 46 25
1.1193 0.89875 -0.00032193 0.003849 47 25
1.1202 0.898 -0.0002157 0.0038829 48 25
1.1208 0.89755 -9.8528e-05 0.003904 49 25
1.1209 0.89739 -3.4875e-05 0.0039115 50 25
0.94048 1.0685 -5.6576e-05 -0.0042099 0 26
0.94065 1.0683 -0.00015003 -0.0042037 1 26
0.94116 1.0677 -0.0003225 -0.0041802 2 26
0.94201 1.0668 -0.00048026 -0.0041358 3 26
0.94319 1.0655 -0.00063611 -0.0040728 4 26
0.94469 1.0638 -0.00078863 -0.0039914 5 26
0.94653 1.0617 -0.00093691 -0.0038917 6 26
0.94867 1.0593 -0.0010799 -0.0037743 7 26
0.95113 1.0566 -0.0012167 -0.0036398 8 26
0.95388 1.0536 -0.0013469 -0.003489 9 26
0.95693 1.0502 -0.0014695 -0.0033228 10 26
0.96025 1.0466 -0.001584 -0.0031422 11 26
0.96384 1.0427 -0.0016895 -0.0029483 12 26
0.96769 1.0386 -0.0017858 -0.0027423 13 26
0.97177 1.0343 -0.0018726 -0.0025255 14 26
0.97607 1.0298 -0.0019494 -0.0022991 15 26
0.98058 1.0251 -0.0020163 -0.0020643 16 26
0.98527 1.0202 -0.0020731 -0.0018227 17 26
0.99014 1.0152 -0.0021198 -0.0015753 18 26
0.99516 1.0101 -0.0021564 -0.0013236 19 26
1.0003 1.0049 -0.002183 -0.0010689 20 26
1.0056 0.99971 -0.0021998 -0.00081233 21 26
1.0109 0.99444 -0.002207 -0.00055512 22 26
1.0164 0.98915 -0.0022049 -0.00029842 23 26
1.0219 0.98388 -0.0021939 -4.3332e-05 24 26
1.0274 0.97863 -0.0021743 0.00020912 25 26
1.0329 0.97343 -0.0021464 0.00045797 26 26
1.0384 0.9683 -0.0021107 0.00070231 27 26
1.0439 0.96326 -0.0020675 0.00094129 28 26
1.0493 0.95833 -0.0020173 0.0011741 29 26
1.0546 0.95352 -0.0019605 0.0014001 30 26
1.0598 0.94884 -0.0018974 0.0016186 31 26
1.0649 0.94432 -0.0018286 0.001829 32 26
1.0699 0.93997 -0.0017543 0.0020306 33 26
1.0747 0.9358 -0.001675 0.0022231 34 26
1.0793 0.93183 -0.0015911 0.002406 35 26
1.0837 0.92806 -0.0015029 0.0025788 36 26
1.0879 0.92451 -0.0014108 0.0027413 37 26
1.0918 0.92118 -0.0013152 0.002893 38 26
1.0955 0.91809 -0.0012165 0.0030337 39 26
1.099 0.91524 -0.0011149 0.0031631 40 26
1.1021 0.91265 -0.0010106 0.0032811 41 26
1.105 0.91031 -0.00090386 0.0033874 42 26
1.1075 0.90823 -0.00079508 0.0034819 43 26
1.1097 0.90642 -0.00068468 0.0035645 44 26
1.1116 0.90488 -0.0005731 0.0036351 45 26
1.1132 0.90361 -0.0004609 0.0036935 46 26
1.1144 0.90263 -0.00034774 0.0037394 47 26
1.1153 0.90192 -0.00023301 0.0037726 48 26
1.1158 0.90148 -0.00010756 0.0037934 49 26
1.116 0.90133 -3.9846e-05 0.0038007 50 26
0.94556 1.0628 -5.957e-05 -0.0040456 0 27
0.94572 1.0626 -0.00015414 -0.0040397 1 27
0.9462 1.0621 -0.00032941 -0.0040172 2 27
0.947 1.0612 -0.00049064 -0.0039749 3 27
0.94812 1.0599 -0.00065008 -0.003915 4 27
0.94955 1.0584 -0.00080617 -0.0038375 5 27
0.95128 1.0564 -0.0009581 -0.0037427 6 27
0.95331 1.0542 -0.0011048 -0.003631 7 27
0.95564 1.0516 -0.0012455 -0.003503 8 27
0.95824 1.0488 -0.0013796 -0.0033594 9 27
0.96113 1.0457 -0.0015064 -0.0032012 10 27
0.96427 1.0423 -0.001625 -0.0030291 11 27
0.96767 1.0386 -0.0017348 -0.0028443 12 27
0.9713 1.0348 -0.0018355 -0.0026477 13 27
0.97516 1.0307 -0.0019267 -0.0024407 14 27
0.97923 1.0265 -0.002008 -0.0022243 15 27
0.98349 1.022 -0.0020794 -0.0019998 16 27
0.98793 1.0175 -0.0021406 -0.0017684 17 27
0.99254 1.0128 -0.0021916 -0.0015314 18 27
0.99728 1.008 -0.0022323 -0.0012899 19 27
1.0022 1.0031 -0.0022629 -0.0010453 20 27
1.0071 0.99818 -0.0022835 -0.00079864 21 27
1.0122 0.99321 -0.0022942 -0.00055111 22 27
1.0173 0.98823 -0.0022953 -0.00030382 23 27
1.0225 0.98325 -0.0022871 -5.7802e-05 24 27
1.0277 0.9783 -0.0022698 0.00018593 25 27
1.0329 0.97339 -0.0022439 0.00042644 26 27
1.0381 0.96855 -0.0022097 0.00066283 27 27
1.0433 0.96378 -0.0021675 0.00089429 28 27
1.0484 0.95911 -0.0021177 0.00112 29 27
1.0534 0.95456 -0.0020608 0.0013393 30 27
1.0584 0.95014 -0.0019971 0.0015515 31 27
1.0632 0.94586 -0.0019271 0.001756 32 27
1.0679 0.94174 -0.0018511 0.0019523 33 27
1.0724 0.93779 -0.0017695 0.0021398 34 27
1.0767 0.93402 -0.0016827 0.002318 35 27
1.0809 0.93044 -0.0015911 0.0024866 36 27
1.0849 0.92707 -0.0014952 0.0026452 37 27
1.0886 0.92392 -0.0013952 0.0027934 38 27
1.0921 0.92098 -0.0012916 0.0029309 39 27
1.0953 0.91828 -0.0011847 0.0030575 40 27
1.0983 0.91581 -0.0010747 0.003173 41 27
1.101 0.91358 -0.00096186 0.003277 42 27
1.1034 0.91161 -0.00084665 0.0033696 43 27
1.1055 0.90989 -0.00072948 0.0034505 44 27
1.1073 0.90842 -0.00061086 0.0035196 45 27
1.1087 0.90722 -0.00049135 0.0035769 46 27
1.1099 0.90628 -0.00037067 0.0036218 47 27
1.1107 0.90561 -0.00024839 0.0036543 48 27
1.1112 0.90519 -0.00011561 0.0036746 49 27
1.1114 0.90505 -4.4335e-05 0.0036817 50 27
0.95028 1.0576 -6.2179e-05 -0.0038781 0 28
0.95043 1.0574 -0.00015759 -0.0038724 1 28
0.95088 1.0569 -0.00033508 -0.003851 2 28
0.95164 1.056 -0.00049915 -0.0038108 3 28
0.9527 1.0549 -0.00066153 -0.0037539 4 28
0.95405 1.0534 -0.00082059 -0.0036803 5 28
0.95569 1.0516 -0.00097554 -0.0035903 6 28
0.95762 1.0495 -0.0011253 -0.0034842 7 28
0.95982 1.0471 -0.0012693 -0.0033626 8 28
0.96229 1.0444 -0.0014067 -0.0032262 9 28
0.96502 1.0415 -0.0015369 -0.0030757 10 28
0.968 1.0383 -0.0016591 -0.0029121 11 28
0.97121 1.0349 -0.0017726 -0.0027362 12 28
0.97466 1.0312 -0.0018771 -0.002549 13 28
0.97831 1.0274 -0.0019721 -0.0023517 14 28
0.98216 1.0234 -0.0020574 -0.0021454 15 28
0.9862 1.0192 -0.0021326 -0.0019311 16 28
0.9904 1.0149 -0.0021977 -0.0017101 17 28
0.99476 1.0105 -0.0022525 -0.0014834 18 28
0.99925 1.006 -0.002297 -0.0012524 19 28
1.0039 1.0014 -0.0023311 -0.001018 20 28
1.0086 0.99676 -0.0023551 -0.00078155 21 28
1.0134 0.99208 -0.0023689 -0.00054398 22 28
1.0182 0.98738 -0.0023729 -0.0003064 23 28
1.0231 0.98268 -0.0023673 -6.9805e-05 24 28
1.028 0.978 -0.0023523 0.00016482 25 28
1.033 0.97336 -0.0023282 0.00039657 26 28
1.0379 0.96878 -0.0022954 0.00062458 27 28
1.0428 0.96427 -0.0022542 0.00084803 28 28
1.0476 0.95986 -0.002205 0.0010662 29 28
1.0523 0.95555 -0.0021482 0.0012783 30 28
1.057 0.95136 -0.0020841 0.0014837 31 28
1.0615 0.9473 -0.0020131 0.0016819 32 28
1.066 0.9434 -0.0019357 0.0018721 33 28
1.0702 0.93965 -0.0018523 0.0020541 34 28
1.0744 0.93608 -0.0017631 0.0022272 35 28
1.0783 0.93268 -0.0016687 0.002391 36 28
1.082 0.92948 -0.0015694 0.0025453 37 28
1.0855 0.92649 -0.0014656 0.0026895 38 28
1.0888 0.9237 -0.0013578 0.0028234 39 28
1.0919 0.92113 -0.0012463 0.0029468 40 28
1.0947 0.91878 -0.0011313 0.0030593 41 28
1.0972 0.91667 -0.0010131 0.0031608 42 28
1.0995 0.91479 -0.00089224 0.003251 43 28
1.1015 0.91315 -0.00076911 0.00333 44 28
1.1032 0.91176 -0.00064428 0.0033975 45 28
1.1046 0.91062 -0.0005183 0.0034533 46 28
1.1057 0.90973 -0.00039095 0.0034972 47 28
1.1065 0.90909 -0.000262 0.0035289 48 28
1.1069 0.90869 -0.00012279 0.0035485 49 28
1.1071 0.90855 -4.8394e-05 0.0035554 50 28
0.95465 1.0527 -6.4454e-05 -0.003708 0 29
0.9548 1.0526 -0.00016047 -0.0037026 1 29
0.95523 1.0521 -0.00033966 -0.0036821 2 29
0.95595 1.0513 -0.00050603 -0.0036441 3 29
0.95695 1.0502 -0.00067082 -0.0035901 4 29
0.95824 1.0488 -0.00083229 -0.0035204 5 29
0.95979 1.0471 -0.00098972 -0.003435 6 29
0.96162 1.0451 -0.0011421 -0.0033344 7 29
0.96371 1.0429 -0.0012888 -0.0032192 8 29
0.96605 1.0404 -0.001429 -0.0030898 9 29
0.96864 1.0376 -0.001562 -0.0029471 10 29
0.97146 1.0346 -0.0016872 -0.0027917 11 29
0.97451 1.0314 -0.0018039 -0.0026247 12 29
0.97777 1.028 -0.0019116 -0.0024468 13 29
0.98123 1.0244 -0.0020099 -0.0022592 14 29
0.98488 1.0206 -0.0020985 -0.0020629 15 29
0.9887 1.0167 -0.0021772 -0.0018588 16 29
0.99269 1.0126 -0.0022457 -0.0016482 17 29
0.99681 1.0084 -0.0023038 -0.001432 18 29
1.0011 1.0042 -0.0023516 -0.0012114 19 29
1.0054 0.99985 -0.0023889 -0.00098755 20 29
1.0099 0.99546 -0.0024159 -0.00076139 21 29
1.0144 0.99104 -0.0024327 -0.000534 22 29
1.019 0.9866 -0.0024393 -0.00030638 23 29
1.0237 0.98216 -0.002436 -7.9514e-05 24 29
1.0283 0.97773 -0.0024231 0.00014568 25 29
1.033 0.97334 -0.0024008 0.00036831 26 29
1.0376 0.96901 -0.0023693 0.00058754 27 29
1.0422 0.96474 -0.0023292 0.00080257 28 29
1.0468 0.96056 -0.0022806 0.0010127 29 29
1.0513 0.95648 -0.002224 0.0012172 30 29
1.0557 0.95251 -0.0021596 0.0014154 31 29
1.06 0.94866 -0.0020881 0.0016067 32 29
1.0642 0.94496 -0.0020096 0.0017906 33 29
1.0682 0.9414 -0.0019245 0.0019665 34 29
1.0721 0.93801 -0.0018334 0.002134 35 29
1.0758 0.93479 -0.0017365 0.0022927 36 29
1.0794 0.93175 -0.0016344 0.0024421 37 29
1.0827 0.9289 -0.0015274 0.0025819 38 29
1.0858 0.92625 -0.001416 0.0027118 39 29
1.0887 0.92381 -0.0013004 0.0028315 40 29
1.0914 0.92158 -0.001181 0.0029408 41 29
1.0938 0.91957 -0.0010582 0.0030394 42 29
1.0959 0.91778 -0.00093239 0.0031271 43 29
1.0978 0.91622 -0.00080404 0.0032038 44 29
1.0994 0.9149 -0.00067374 0.0032694 45 29
1.1007 0.91381 -0.00054206 0.0033237 46 29
1.1017 0.91296 -0.00040885 0.0033663 47 29
1.1025 0.91235 -0.00027401 0.003397 48 29
1.1029 0.91198 -0.00012917 0.003416 49 29
1.1031 0.91185 -5.2062e-05 0.0034226 50 29
0.95872 1.0483 -6.644e-05 -0.0035358 0 30
0.95885 1.0481 -0.00016285 -0.0035306 1 30
0.95926 1.0477 -0.00034331 -0.0035112 2 30
0.95995 1.0469 -0.00051152 -0.0034752 3 30
0.9609 1.0459 -0.00067825 -0.0034242 4 30
0.96212 1.0446 -0.00084166 -0.0033582 5 30
0.96359 1.043 -0.0010011 -0.0032775 6 30
0.96533 1.0411 -0.0011556 -0.0031823 7 30
0.96731 1.039 -0.0013044 -0.0030732 8 30
0.96953 1.0367 -0.001447 -0.0029508 9 30
0.97199 1.034 -0.0015824 -0.0028157 10 30
0.97466 1.0312 -0.0017101 -0.0026685 11 30
0.97756 1.0282 -0.0018295 -0.0025102 12 30
0.98065 1.025 -0.0019399 -0.0023416 13 30
0.98394 1.0216 -0.0020411 -0.0021636 14 30
0.9874 1.018 -0.0021326 -0.0019772 15 30
0.99102 1.0143 -0.0022142 -0.0017834 16 30
0.9948 1.0105 -0.0022857 -0.0015831 17 30
